,Tweet,Hashtag
118,Happy 2/22/2022! Take some time on this Twosday to watch Episode 2 of True Blue! 💙🤘 #UBTrueBlue #UBuffalo https://t.co/eA3SdXMbv1 https://t.co/20UthMOnQz,ubtrueblue ubuffalo
119,"This #UBuffalo grad is paving the way, and breaking barriers for women and girls in engineering. Find out how. https://t.co/2oaFHcxyLb https://t.co/rb9yIK5aA6",ubuffalo
120,"""Wherever we go in the cannabis industry, we are there to make a positive impact on our community."" See how this #UBuffalo grad is easing people's pain. #UBuffalo #UBTrueBlue https://t.co/29CCDJQxoo",ubuffalo ubuffalo ubtrueblue
121,This game is also @UBCheer @UBDazzlers and @UBMarchingBand senior recognition night! Show up and show out!💙🤘🏼 https://t.co/yxfJk6STj9,
122,CO 2018 alum Armanis Constanzo still Perfecting the grind while finishing up his degree @UBuffalo… https://t.co/Q8aLxpOW8d,
123,"Tomorrow: #UBGSE's Black History Nerds Saturday School features ""The Hill Project: A Black Studies Curriculum"" with Dr. Gholdy Muhammad from University of Illinois at Chicago.

Save your spot: https://t.co/CEp7o638Xf

#BlackHistoryMonth #UBuffalo @DrLaGarrettKing https://t.co/1W4QBHNgti",ubgse blackhistorymonth ubuffalo
124,"Ya'll #GSEGrad sent me a little package with a tea cup, bag, pen, bookmarks and stress ball.
I haven't even started yet.

What a Welcome! #UBuffalo https://t.co/fTg3el2igE",gsegrad ubuffalo
125,"Tomorrow: #UBGSE's Black History Nerds Saturday School features ""The Hill Project: A Black Studies Curriculum"" with Dr. Gholdy Muhammad from University of Illinois at Chicago.

Save your spot: https://t.co/tXJykoepLo

#BlackHistoryMonth #UBuffalo @DrLaGarrettKing https://t.co/wCN7FR6pIg",ubgse blackhistorymonth ubuffalo
126,"We interrupt this rainy day to remind you of how pretty #UBuffalo looks after it rains! 🌈 ☀️ As you think ahead to the warmer months, remember to make your deposit by May 1. https://t.co/t6BzWwvL6t https://t.co/QPfze56Rh6",ubuffalo
127,Interested in gaming? Check out this new space on #UBuffalo's North Campus! https://t.co/drGPcgz5KT,ubuffalo
128,Spotted at ⁦@UBuffalo⁩ North campus. ⁦@starbucksunion⁩ https://t.co/ZdkwP3znvN,
129,"UB is leading the way again, and this time it is to help crack the glass ceiling in STEM fields. Glad I could share this story of rebellious determination and success, but hopeful that we really can balance those scales.  #ubuffalo #boldlybuffalo https://t.co/fiQcDx8Llv",ubuffalo boldlybuffalo
130,"Reviews by @Jacobs_Med_UB  students @k___powers and Trinithas Boyi: worth a read!
#womeninoto #otolaryngology #ubuffalo https://t.co/d7cYxspOsa",womeninoto otolaryngology ubuffalo
131,"Recognizing our residents for their contribution to patient care, education and research at #ubuffalo #otolaryngology.
Thank you team!
#ThankAResidentDay https://t.co/gQf2dvsGCa",ubuffalo otolaryngology thankaresidentday
132,"Researchers from @UBuffalo identified a 30-second single-leg balance test that can recognize post-concussive impairments in children and teens. This simple test can help determine when patients can return to normal activity and competition. #concussion
https://t.co/B1UlF9Cpzf",concussion
133,"Last time on the road this season!
🆚Buffalo
📍Buffalo, NY
🕖: 1 PM CST
🖥️ESPN 3: https://t.co/Uvqd4NkbAV
📻Radio: https://t.co/Rbr0UcprOm
📊Live Stats: https://t.co/UH5dXZANjM
📱Mobile App: https://t.co/xa34UoB3gH https://t.co/lWo7TlKwO3",
134,"Dr. Carla Jungquist, associate professor, will present ""Assessment for Deterioration of the Hospitalized Patient"" on 2/23 as part of @Medtronic Wednesday Webinar Series #UBuffalo Register here: https://t.co/IdbtQdiCcq",ubuffalo
135,Thank you @william_m_adams for being our seminar speaker today! Dr. Adams spoke about the US Olympic and Paralympic Sports Medicine Research Program. #UBuffalo #UBSPHHP #USOPC https://t.co/Sy9uv6IE4Q,ubuffalo ubsphhp usopc
136,"Second-years Victoria Parr and Marie Pettitt are lead authors on a new publication with the AT faculty! This CAT came from a class assignment. Excellent work on this manuscript! #UBuffalo #UBSPHHP #Publication

https://t.co/N4I9j9PdFO https://t.co/PnBomxvJz1",ubuffalo ubsphhp publication
137,Just keeping it 💯 both our basketball teams misses way to many rotations and gets bailed out because of the opponent . We must be better ‼️‼️💙🤍 Can’t just hope teams miss !! #ubuffalo,ubuffalo
138,The #UBuffalo Men WIN! https://t.co/jYC1V6UzCI,ubuffalo
139,The #UBuffalo Women hold off a furious Q4 Ohio comeback and WIN! https://t.co/T8Clv3Ggia,ubuffalo
140,The #UBuffalo Men WIN! https://t.co/1QiUF75CqM,ubuffalo
141,Another #UBuffalo &lt;—&gt; #Philadelphia connection! #UBHornsUp #AlwaysABull https://t.co/mgdjZ7jI2T,ubuffalo philadelphia ubhornsup alwaysabull
142,The #UBuffalo Women WIN! https://t.co/sXKyD8memU,ubuffalo
143,The #UBuffalo WIN their ninth straight! https://t.co/8tmq7UqHOt,ubuffalo
144,"#NCAA basketball 🏀 from #OTD in 1950 at the Memorial Auditorium in #Buffalo, NY:

#Canisius vs. St. Bonaventure 
#UBuffalo vs. #Lafayette College https://t.co/PGw9SZOLM2",ncaa otd buffalo canisius ubuffalo lafayette
145,"#Big4 #NCAA basketball 🏀 from #OTD in 1948 at the Memorial Auditorium in #Buffalo, NY: 

#UBuffalo vs. #Niagara
#Canisius vs. St. Bonaventure https://t.co/AFmCvgt44i",big4 ncaa otd buffalo ubuffalo niagara canisius
146,Wear your #UBuffalo blue for Tuesday’s @UBmenshoops game. #UBTrueBlue. https://t.co/Ats68Gu9Xx,ubuffalo ubtrueblue
147,"Typically held on the last Saturday before Spring final exams, #UBuffalo Oozefest offers pre-exam stress relief for the campus community. 🦬🦬 

➡️ https://t.co/L2qubZeNtd https://t.co/MuAbMRPdVg",ubuffalo
148,"Horace Brawley and Gregory Bruce of #UBuffalo basketball circa 1972. 🏀🦬

➡️ #FileFolderFriday | #Archives | #UBTrueBlue https://t.co/q2He5sNvIy",ubuffalo filefolderfriday archives ubtrueblue
149,"Get your #UBhornsUP ready, #UBuffalo! 🤘🏾🤘🏻🤘🏿 #ClevelandIsTheReason https://t.co/ZJZaDR71s6",ubhornsup ubuffalo clevelandisthereason
150,"#tbthursday to 4 years ago and the opening of the Jacobs School of Medicine and Biomedical Sciences at @UBuffalo. The 628,000-sq.-ft. building puts learning on display with glass-walled classrooms that cantilever over a central atrium.  https://t.co/DKjGpLAqMC https://t.co/bCWPngHKh1",tbthursday
151,"February is American Heart Month when all people can focus on their cardiovascular health. For that, UB's School of Public Health and Health Professions and I have made this awareness! #UBPublicHealth #UBSPHHP #UBMPH #UBuffalo #MasterOfPublicHealth #BoldlyBuffalo https://t.co/gRtQUUGjUm",ubpublichealth ubsphhp ubmph ubuffalo masterofpublichealth boldlybuffalo
152,We have several micro-credentials and growing! https://t.co/UvIhVvaubA,
153,"Check out the #UBSPHHP monthly e-newsletter! Sign up to receive our monthly Health Impact Briefs to keep up with the #UBuffalo community.

https://t.co/4UMnDCzBNE

#UBPublicHealth https://t.co/7q3jCmgAVN",ubsphhp ubuffalo ubpublichealth
154,@smhc8 @GovKathyHochul Waiting on @UBuffalo,
155,@UBuffalo any mask update?,
156,"Jarkko Hyysalo, @sandundasa, @sauvola - AIF
@jarihannu - Microelectronics
@christianschuss - OPEM
Mikko Rajanen - @INTERACTrg 
Teemu Leppänen - @ubicomp_oulu
David Doermann - @UBuffalo",
157,"Diabetes Mellitus: A Path to Amnesia, Personality, and Behavior Change https://t.co/3u94Or0eFG via @Biology_MDPI @karnavati_uni @UFPel @UBuffalo @OfficialUPNM 

#diabetes_mellitus #vascular_dementia #Alzheimers_Disease #inflammation #atherosclerosis #mitochondrial_dysfunction https://t.co/E3Q123AEum",diabetes_mellitus vascular_dementia alzheimers_disease inflammation atherosclerosis mitochondrial_dysfunction
158,"Congratulations to @UBuffalo Professor Adel Sadek on being awarded $1.2M from @RutgersU. The SUNY Research Foundation is proud to support your work to improve transportation systems.
https://t.co/WnqOAVOgyi #SUNYResearch #SUNYImpact https://t.co/hWi7WXIXye",sunyresearch sunyimpact
159,Congratulations to @UBuffalo Distinguished Professor Stelios Andreadis for being awarded $1.2M from Curators of the University of Missouri. The SUNY Research Foundation is proud to support your work in regenerative medicine. https://t.co/GWIoCgrNTO #SUNYResearch #SUNYImpact https://t.co/rQUOnSzlxE,sunyresearch sunyimpact
160,"In 3MT contest, PhD candidates to pitch their thesis in 3 minutes or less https://t.co/KU3Ut7ohu0 Join us next Friday over livestream! #3MT #UBuffalo #phd #research #graduateschool",3mt ubuffalo phd research graduateschool
161,"In 3MT contest, PhD candidates to pitch their thesis in 3 minutes or less https://t.co/wg3jmpmWOD Can’t wait to hear their research pitch! Ready, Set, Pitch!  #3MT #UBuffalo #graduateschool",3mt ubuffalo graduateschool
162,"Eight UB students receive SUNY GREAT awards https://t.co/5W7d6CaQLV #UBuffalo, #SUNY, #SUNYGREAT #fellowship",ubuffalo suny sunygreat fellowship
163,Good advice for #UBuffalo grad students https://t.co/WaAUxxosvk,ubuffalo
164,Find out how #UBuffalo faculty members from @Jacobs_Med_UB are helping to revolutionize #orthopedic care: https://t.co/KeHOmmCYHj,ubuffalo orthopedic
165,"Music ties people together from all over the world, yet the foundations of its creation are often neglected in the media and history. 

Honor the influence Black music has on worldwide cultural growth TOMORROW at the IDC in-person or virtually. https://t.co/DvjqRYHgws #UBuffalo",ubuffalo
166,"Did you see the latest #UBuffalo CTSI Translational Spotlight newsletter? It featured: 

🔹Trial Innovation Network: resources for investigators
🔹Register for March 16 CTSI Annual Forum
🔹How to register your trial on https://t.co/ako3tvfAh8

Read it now: https://t.co/BMvVIlNoTo https://t.co/opSRRNRTJP",ubuffalo
167,"Register now for the 2022 #UBuffalo CTSI Annual Forum, to be held on March 16 via Zoom. - https://t.co/AC8xt03pNI https://t.co/UOrizFYyJV",ubuffalo
168,"#UBuffalo researchers seeking feedback, ideas, and resources have access to a unique collaborative initiative designed to help them develop and implement innovative solutions: the Trial Innovation Network. Check the CTSI story on UBNow.
 https://t.co/SddjXtlL7N",ubuffalo
169,Curious to see which research studies are currently seeking participants? Ready to help make this area a healthier place for all of us? Visit the #UBuffalo Participate in Research portal now at https://t.co/PAgGINLFns to find a study that’s right for you. https://t.co/fB3VpBtQJO,ubuffalo
170,"Such a fun time! Always great to meet and hear from fellow #UBalumni. 🤘💙
#AlwaysABull 
#UBuffalo https://t.co/7TfItDWxfk",ubalumni alwaysabull ubuffalo
171,"LET'S GOOO!!! Our men's basketball team is Cleveland bound! 🏀🙌🦬
#UBhornsUP🤘
#UBuffalo https://t.co/1HlAkYfdh1",ubhornsup ubuffalo
172,Looks awesome! 😲Can't wait to check it out soon.🎮🤘 #UBuffalo #esports https://t.co/XbkJzvcI4y,ubuffalo esports
173,"“Learn how to sell.” Watch the full video of #UBuffalo grad Chris Miano from @thememoryfox for more career advice, and share your thoughts in the comments! https://t.co/ONNQ45hBRY https://t.co/SxR6iAmuSZ",ubuffalo
174,"“Try to hire people who are smarter, better and more equipped to do the job than you are.” Watch the video from #UBuffalo grad Rick Henry from @CPLDesignProf for more career advice, and share your thoughts! https://t.co/O25fOWk4L9 https://t.co/UgaB9moYa4",ubuffalo
175,"University wise, army strong: Today we're proud to highlight Maj. Virginia Bailey, AuD/MBA '11, in celebration of #BlackHistoryMonth

Bailey is hearing program manager and chief of audiology for the @USArmy in Alaska. Read more: https://t.co/IxWuRGer85

#UBuffalo #UBTrueBlue https://t.co/isHVqxmxO1",blackhistorymonth ubuffalo ubtrueblue
176,"Hear candid reviews from five current UB MBA students on a variety of topics, from program curriculum to the MBA community and culture. 
https://t.co/4mTf6ltDZX 
#UBMBA #gradschool #UBuffalo https://t.co/agbdV2H3Cs",ubmba gradschool ubuffalo
177,"Complement your passion with a dual/collaborative/combined MBA. Hear from current students Joshua Israel, MSRED/MBA ’23, and Sumanth Thummala, March/MBA ’24, in the latest discussion. 
https://t.co/GUeqcwDhZb 
#DualDegree #UBuffalo https://t.co/rKaDXmzOni",dualdegree ubuffalo
178,@UBSchoolofMGT @ubalumni @NFL @UBuffalo @UBMBAandMS 🤘🏽✨🤘🏽,
179,"📣Check out this upcoming event w/ @UBGenderIn! Join us on Tue, March 8 @ 12PM for a book launch event New Books, New Feminist Directions. Prof. @VWidgeon will discuss her book &amp; @uofl Prof. Tracy E. K'Meyer will offer commentary.
Register Here: https://t.co/fOap8XEhCE #Ubuffalo",ubuffalo
180,"Join us on September 28th at 11:30 AM for @KamilRuszala , ""Citizens out of place? War refugees in East-Central Europe 1914–1920s."" Attendees can join in person or by Zoom. More info and registration: https://t.co/hWRgwnzNbT #UBuffalo https://t.co/q94Do9IfPC",ubuffalo
181,"@VWidgeon from @UB_History discusses the Long Civil Rights Movement, utopianism, and more in our newest podcast. Listen now: #UBuffalo https://t.co/w2tIE9c06y",ubuffalo
182,"📣Check out this upcoming event with @BuffaloHistory at 6 PM on March 9! Prof. @CaroleEmberton will discuss her new book, To Walk About in Freedom at the Buffalo History Museum. More info: https://t.co/JG3SUgcPwc #UBuffalo",ubuffalo
183,Shine Bright Like a Diamond 💎Lighting Up Alumni Arena every weekend 🤘#UBuffalo#UBTrueBlue#UBHornsUp 💙 https://t.co/WBczADjHou,
184,@UBAthletics @UBmenshoops @UBuffalo @UBTrueBlue @UBCheer @UBDazzlers @UBMarchingBand Just checked our calendar - that's tomorrow - and we're in. Now we need to decide which blue outfit to wear... 👕+👖 +🧢= #UBuffalo💙,ubuffalo
185,"The #UBPSS combined general membership and senate meeting with featured guest RON RACCUIA, Executive Vice President of Pegula Sports Entertainment, is today, Thursday, 2/24, 3-4:30 p.m. Check your inbox for Zoom details. #UBuffalo https://t.co/zsm385nazg",ubpss ubuffalo
186,"Nominations are open for:
The Outstanding Service Award and
The Outstanding Service to the Professional Staff Senate Awards. #UBPSS #UBuffalo

Deadline:3/9/2022 

Learn More:https://t.co/JfAvYUH03D https://t.co/ZQdYkbIrPJ",ubpss ubuffalo
187,"The 5th annual Teaching Black History Conference will be July 22-24, and this year's theme is Mother Africa. 

Submit your proposal!

#UBGSE #UBuffalo @DrLaGarrettKing 

https://t.co/2EzD48bdlt",ubgse ubuffalo
188,"Join us on Feb 25th at 3 PM for a New Book Celebration in honor of Prof. Jenifer Barclay and her book, The Mark of Slavery: Disability, Race, and Gender in Antebellum America!
Prof. Barclay will be joined by Dr. Kim Nielsen to discuss her book. https://t.co/hWRgwnickl #UBuffalo https://t.co/7NhckuQ39Z",ubuffalo
189,@NicoleKuderer @TheBuffaloNews @UBuffalo @ubalumni @RoswellHemOnc @RoswellPark https://t.co/pkRZOHkvIb,
190,"#ForeverChemicals, minus the forever part! ❌ Learn how #UBuffalo researchers are working to decrease the lifespans of #PFAS for good. @UBCAS https://t.co/oMmUoXEgGz",foreverchemicals ubuffalo pfas
191,"At the #UBuffalo Department of Surgery’s recent #AntiRacism &amp; #HealthEquity event, we were fortunate to have @drcooperowens speak about the historical context of systemic medical racism. An engaging panel discussion followed. Learn more &amp; watch the event: https://t.co/w5aFTaRjgD https://t.co/JmBUePRQ3K",ubuffalo antiracism healthequity
192,"You spoke—we listened! #UBMgt apparel is now on sale for a limited time. 

Use this link to ship to your home: https://t.co/ExygUduUnR

Use this link to pick up at the school: https://t.co/lnvvNer2ik

Show your UB School of Management pride! 🤘💙

#UBuffalo https://t.co/CfbS74Ny4G",ubmgt ubuffalo
193,"In addition to this month’s featured events, today we’re proud to highlight Taz Guishard, EMBA ’16, in celebration of #BlackHistoryMonth

Guishard is district sales manager at AstraZeneca Pharmaceuticals, and you can read his Q&amp;A here: https://t.co/OTVms0hGoo

#UBuffalo https://t.co/SGkNh993OK",blackhistorymonth ubuffalo
